#   Time         Wext         Waer         Wela         Wkin         Wdmp         Error
    ____         ____         ____         ____         ____         ____          ____

 10.000000 -2.2404E-01  0.0000E+00 -1.1202E-01  0.0000E+00  0.0000E+00 -3.3606E-01
 10.000000 -3.5737E-03  0.0000E+00 -1.7869E-03  0.0000E+00  0.0000E+00 -5.3606E-03
