Scalar SIGMAZZ under Static for NODALGROUP 2: NODENUMBER X0  Y0  Z0  RESULT-1 RESULT-2 ... RESULT-N
936
   0.0000E+00
         936  0.0000E+00  0.0000E+00  5.0050E-01 -2.0000E+08
         937  2.0000E-02  0.0000E+00  5.0050E-01 -2.0000E+08
         938  0.0000E+00  2.0000E-02  5.0050E-01 -2.0000E+08
         939  2.0000E-02  2.0000E-02  5.0050E-01 -2.0000E+08
         940  0.0000E+00  0.0000E+00  5.2050E-01 -2.0000E+08
         941  2.0000E-02  0.0000E+00  5.2050E-01 -2.0000E+08
         942  0.0000E+00  2.0000E-02  5.2050E-01 -2.0000E+08
         943  2.0000E-02  2.0000E-02  5.2050E-01 -2.0000E+08
         944  0.0000E+00  0.0000E+00  5.4050E-01 -2.0000E+08
         945  2.0000E-02  0.0000E+00  5.4050E-01 -2.0000E+08
         946  0.0000E+00  2.0000E-02  5.4050E-01 -2.0000E+08
         947  2.0000E-02  2.0000E-02  5.4050E-01 -2.0000E+08
         948  0.0000E+00  0.0000E+00  5.6050E-01 -2.0000E+08
         949  2.0000E-02  0.0000E+00  5.6050E-01 -2.0000E+08
         950  0.0000E+00  2.0000E-02  5.6050E-01 -2.0000E+08
         951  2.0000E-02  2.0000E-02  5.6050E-01 -2.0000E+08
         952  0.0000E+00  0.0000E+00  5.8050E-01 -2.0000E+08
         953  2.0000E-02  0.0000E+00  5.8050E-01 -2.0000E+08
         954  0.0000E+00  2.0000E-02  5.8050E-01 -2.0000E+08
         955  2.0000E-02  2.0000E-02  5.8050E-01 -2.0000E+08
         956  0.0000E+00  0.0000E+00  6.0050E-01 -2.0000E+08
         957  2.0000E-02  0.0000E+00  6.0050E-01 -2.0000E+08
         958  0.0000E+00  2.0000E-02  6.0050E-01 -2.0000E+08
         959  2.0000E-02  2.0000E-02  6.0050E-01 -2.0000E+08
         960  0.0000E+00  0.0000E+00  6.2050E-01 -2.0000E+08
         961  2.0000E-02  0.0000E+00  6.2050E-01 -2.0000E+08
         962  0.0000E+00  2.0000E-02  6.2050E-01 -2.0000E+08
         963  2.0000E-02  2.0000E-02  6.2050E-01 -2.0000E+08
         964  0.0000E+00  0.0000E+00  6.4050E-01 -2.0000E+08
         965  2.0000E-02  0.0000E+00  6.4050E-01 -2.0000E+08
         966  0.0000E+00  2.0000E-02  6.4050E-01 -2.0000E+08
         967  2.0000E-02  2.0000E-02  6.4050E-01 -2.0000E+08
