# node 65
   0.0000E+00    0.0000E+00  0.0000E+00  0.0000E+00
   1.1647E-03   -8.3846E-04  8.5360E-20  2.3654E-13
   2.3294E-03   -4.0783E-03 -7.6454E-19  3.8074E-11
   3.4940E-03   -9.0872E-03  1.7077E-18  6.8074E-10
   4.6587E-03   -1.4347E-02 -1.2566E-17  2.5134E-09
   5.8234E-03   -1.9931E-02  1.0069E-18  6.7097E-09
   6.9881E-03   -2.4713E-02 -2.3125E-17  1.4125E-08
   8.1528E-03   -2.7335E-02 -6.4670E-17  2.1801E-08
   9.3174E-03   -2.8324E-02 -4.8508E-17  3.0571E-08
   1.0482E-02   -2.7094E-02  1.3401E-17  3.7481E-08
   1.1647E-02   -2.3338E-02 -2.7087E-16  3.6313E-08
   1.2811E-02   -1.8623E-02  2.3654E-16  3.3394E-08
   1.3976E-02   -1.3082E-02 -4.5228E-16  2.5733E-08
   1.5141E-02   -7.3242E-03  5.3624E-16  1.2682E-08
   1.6306E-02   -3.1620E-03 -5.6166E-16  5.8645E-09
   1.7470E-02   -5.3479E-04  9.6336E-16  6.0648E-10
   1.8635E-02    2.8009E-04  6.7919E-18 -2.9363E-09
   1.9800E-02   -1.6869E-03  6.2717E-16  3.1881E-09
   2.0964E-02   -5.3202E-03  1.7018E-17  1.0948E-08
   2.2129E-02   -1.0097E-02 -3.4207E-16  1.9887E-08
   2.3294E-02   -1.6059E-02 -1.7508E-17  3.7391E-08
   2.4458E-02   -2.1338E-02 -2.6883E-16  5.3121E-08
   2.5623E-02   -2.5352E-02  7.7882E-16  6.7057E-08
   2.6788E-02   -2.8076E-02 -2.4205E-16  8.5036E-08
   2.7952E-02   -2.8146E-02  2.8473E-16  9.1609E-08
   2.9117E-02   -2.5958E-02  6.9740E-16  8.9060E-08
   3.0282E-02   -2.2361E-02 -1.7577E-15  8.5098E-08
   3.1446E-02   -1.6976E-02  2.2653E-15  6.5540E-08
   3.2611E-02   -1.1198E-02 -1.4406E-15  4.2078E-08
   3.3776E-02   -6.2719E-03  2.8368E-16  2.6840E-08
   3.4940E-02   -2.0205E-03 -2.1222E-15  5.3497E-09
   3.6105E-02    1.5253E-04 -3.0278E-16 -4.5624E-09
   3.7270E-02   -2.3273E-04 -1.2977E-15  1.0257E-09
   3.8434E-02   -2.2799E-03 -2.2418E-15  5.7703E-09
   3.9599E-02   -6.4547E-03  2.5270E-15  2.4155E-08
   4.0764E-02   -1.2066E-02 -2.9429E-15  5.2945E-08
   4.1928E-02   -1.7436E-02  1.5924E-15  7.4996E-08
   4.3093E-02   -2.2600E-02 -8.6372E-16  1.0325E-07
   4.4258E-02   -2.6550E-02  1.9982E-15  1.3211E-07
   4.5423E-02   -2.7991E-02  3.4293E-16  1.4096E-07
   4.6587E-02   -2.7661E-02  1.5236E-15  1.4893E-07
   4.7752E-02   -2.5185E-02 -1.1491E-15  1.4497E-07
   4.8917E-02   -2.0453E-02  4.7671E-16  1.1593E-07
   5.0081E-02   -1.5148E-02 -6.3359E-16  9.0240E-08
   5.1246E-02   -9.5772E-03 -2.7347E-16  5.9481E-08
   5.2411E-02   -4.2920E-03  3.5394E-15  2.0161E-08
   5.3575E-02   -1.0687E-03 -2.5078E-15  4.1751E-09
   5.4740E-02    2.6350E-04 -4.9928E-16 -2.3931E-09
   5.5905E-02   -3.1724E-04 -1.3357E-15 -5.7137E-09
   5.7069E-02   -3.5973E-03 -1.2594E-15  2.1327E-08
   5.8234E-02   -8.2362E-03 -1.6243E-15  5.0596E-08
   5.9399E-02   -1.3539E-02 -1.5670E-15  8.0337E-08
   6.0563E-02   -1.9437E-02  6.3231E-16  1.2863E-07
   6.1728E-02   -2.4121E-02 -3.0066E-15  1.6347E-07
   6.2893E-02   -2.7014E-02  1.8978E-15  1.8539E-07
   6.4057E-02   -2.8316E-02 -1.6132E-15  2.0903E-07
   6.5222E-02   -2.6863E-02  9.6354E-16  2.0311E-07
   6.6387E-02   -2.3266E-02  3.2122E-15  1.7508E-07
   6.7551E-02   -1.8641E-02 -2.9153E-15  1.5142E-07
   6.8716E-02   -1.2754E-02  3.5821E-16  1.0007E-07
   6.9881E-02   -7.1173E-03 -7.3015E-16  5.1315E-08
   7.1045E-02   -2.9464E-03 -3.0425E-16  2.5168E-08
   7.2210E-02    5.9145E-06  4.0214E-15 -6.3860E-09
   7.3375E-02    5.9480E-04 -3.5841E-15 -1.3060E-08
   7.4540E-02   -1.4661E-03  1.4715E-15  1.2177E-08
   7.5704E-02   -4.9778E-03  2.8664E-15  3.5121E-08
   7.6869E-02   -1.0174E-02  1.1581E-15  7.8967E-08
   7.8034E-02   -1.6202E-02  9.8020E-16  1.4135E-07
   7.9198E-02   -2.1280E-02 -4.0799E-16  1.7878E-07
   8.0363E-02   -2.5488E-02 -3.5495E-15  2.2396E-07
   8.1528E-02   -2.7929E-02 -5.8452E-15  2.5912E-07
   8.2692E-02   -2.7569E-02  2.8133E-15  2.5335E-07
   8.3857E-02   -2.5390E-02 -2.8200E-15  2.4374E-07
   8.5022E-02   -2.1364E-02  2.2090E-15  2.1491E-07
   8.6186E-02   -1.5602E-02 -7.3759E-15  1.4946E-07
   8.7351E-02   -9.9906E-03  1.0835E-15  9.8279E-08
   8.8516E-02   -4.8933E-03 -6.2361E-15  4.9985E-08
   8.9680E-02   -7.9868E-04  4.0648E-15 -5.2315E-09
   9.0845E-02    6.6875E-04 -6.1935E-15 -1.1306E-08
   9.2010E-02   -1.3373E-05  4.2166E-15 -2.5021E-09
   9.3174E-02   -2.5901E-03 -5.6908E-15  1.5611E-08
   9.4339E-02   -7.4797E-03  7.8832E-15  7.6203E-08
   9.5504E-02   -1.3088E-02  5.2244E-15  1.3546E-07
   9.6668E-02   -1.8529E-02  3.4360E-17  1.8604E-07
   9.7833E-02   -2.3706E-02  1.0038E-15  2.5608E-07
   9.8998E-02   -2.6877E-02  5.8764E-15  2.9614E-07
   1.0016E-01   -2.7729E-02  3.7129E-16  3.0334E-07
   1.0133E-01   -2.6765E-02  5.8017E-15  3.1399E-07
   1.0249E-01   -2.3158E-02  2.7386E-15  2.6988E-07
   1.0366E-01   -1.7932E-02 -7.6238E-15  2.0507E-07
   1.0482E-01   -1.2419E-02 -5.0845E-15  1.5126E-07
   1.0599E-01   -6.5985E-03  1.9502E-16  7.2926E-08
   1.0715E-01   -1.9930E-03  1.5157E-15  1.2369E-08
   1.0832E-01    3.2842E-04 -5.4395E-15 -3.2950E-09
   1.0948E-01    9.2022E-04 -9.2244E-16 -1.9578E-08
   1.1064E-01   -1.0306E-03 -7.3514E-15  9.8332E-10
   1.1181E-01   -5.3381E-03  7.1123E-15  6.7197E-08
   1.1297E-01   -1.0435E-02 -8.8628E-15  1.1712E-07
   1.1414E-01   -1.6333E-02  6.1770E-15  1.9589E-07
   1.1530E-01   -2.1956E-02  4.3301E-15  2.8054E-07
   1.1647E-01   -2.5622E-02 -1.5077E-15  3.2256E-07
   1.1763E-01   -2.7609E-02  5.6709E-17  3.5828E-07
   1.1880E-01   -2.7322E-02 -4.0218E-15  3.7058E-07
   1.1996E-01   -2.4188E-02  8.3883E-15  3.1901E-07
   1.2113E-01   -1.9695E-02  2.9798E-15  2.6622E-07
   1.2229E-01   -1.4126E-02  6.7969E-15  1.9987E-07
   1.2346E-01   -7.9513E-03  2.4603E-15  9.6304E-08
   1.2462E-01   -3.1604E-03  1.9071E-15  4.1096E-08
   1.2579E-01    9.0893E-05  1.6912E-15 -3.1686E-09
   1.2695E-01    1.4792E-03  1.0444E-14 -3.6682E-08
   1.2811E-01   -1.2575E-04 -1.5693E-15 -2.8291E-09
   1.2928E-01   -3.7150E-03 -9.9524E-15  4.9563E-08
   1.3044E-01   -8.6139E-03  4.7502E-16  1.0778E-07
   1.3161E-01   -1.4816E-02 -8.4082E-15  2.1180E-07
   1.3277E-01   -2.0405E-02 -3.2797E-15  2.9568E-07
   1.3394E-01   -2.4577E-02  2.6467E-15  3.4734E-07
   1.3510E-01   -2.7351E-02 -1.0751E-14  4.1312E-07
   1.3627E-01   -2.7305E-02 -4.5835E-15  4.1099E-07
   1.3743E-01   -2.4799E-02 -1.2792E-15  3.7135E-07
   1.3860E-01   -2.0770E-02  6.2851E-16  3.2870E-07
   1.3976E-01   -1.4937E-02 -7.2088E-16  2.3162E-07
   1.4093E-01   -8.8069E-03  1.6466E-16  1.2676E-07
   1.4209E-01   -3.8025E-03  1.2690E-14  6.2989E-08
   1.4326E-01    1.5578E-04  3.0996E-15 -1.3297E-08
   1.4442E-01    1.6961E-03 -4.3001E-15 -4.3200E-08
   1.4558E-01    3.9167E-04  3.7776E-15 -3.2941E-09
   1.4675E-01   -2.6373E-03  1.3950E-14  2.8426E-08
   1.4791E-01   -7.7000E-03  1.2543E-15  1.1431E-07
   1.4908E-01   -1.3872E-02 -1.3466E-14  2.2782E-07
   1.5024E-01   -1.9357E-02  8.2981E-15  3.0493E-07
   1.5141E-01   -2.4109E-02 -6.8218E-15  3.9090E-07
   1.5257E-01   -2.7072E-02  4.9196E-15  4.5952E-07
   1.5374E-01   -2.7079E-02 -1.2962E-14  4.4824E-07
   1.5490E-01   -2.5063E-02  6.7986E-15  4.2775E-07
   1.5607E-01   -2.0919E-02 -2.2923E-14  3.7077E-07
   1.5723E-01   -1.4896E-02  2.0690E-15  2.4573E-07
   1.5840E-01   -9.0221E-03 -1.9303E-15  1.5754E-07
   1.5956E-01   -3.6719E-03  2.1170E-14  6.5084E-08
   1.6073E-01    4.6072E-04 -2.9423E-15 -2.5263E-08
   1.6189E-01    1.7767E-03 -8.4495E-15 -3.4862E-08
   1.6306E-01    8.1505E-04  6.1661E-15 -1.5478E-08
   1.6422E-01   -2.2159E-03 -1.0106E-14  2.1139E-08
   1.6538E-01   -7.6134E-03  2.0188E-14  1.3552E-07
   1.6655E-01   -1.3575E-02 -7.3126E-15  2.4206E-07
   1.6771E-01   -1.9222E-02 -3.9307E-15  3.3066E-07
   1.6888E-01   -2.4253E-02 -4.6763E-15  4.5067E-07
   1.7004E-01   -2.6810E-02  7.6538E-15  4.9236E-07
   1.7121E-01   -2.6826E-02  1.1690E-14  4.9195E-07
   1.7237E-01   -2.4795E-02 -2.9245E-16  4.7695E-07
   1.7354E-01   -2.0122E-02 -2.9457E-15  3.8158E-07
   1.7470E-01   -1.4192E-02 -4.4570E-15  2.6056E-07
   1.7587E-01   -8.3678E-03 -2.5982E-15  1.6883E-07
   1.7703E-01   -2.7325E-03 -3.8160E-15  4.2264E-08
   1.7820E-01    9.8802E-04  5.2899E-16 -3.4995E-08
   1.7936E-01    2.0246E-03 -6.0746E-15 -3.4720E-08
   1.8053E-01    1.0449E-03 -2.4128E-14 -3.7346E-08
   1.8169E-01   -2.6660E-03 -7.0832E-15  4.2395E-08
   1.8285E-01   -8.3042E-03  5.8759E-15  1.6707E-07
   1.8402E-01   -1.4161E-02  2.0234E-15  2.6603E-07
   1.8518E-01   -2.0102E-02 -3.9702E-16  3.9138E-07
   1.8635E-01   -2.4730E-02  1.4773E-14  5.0212E-07
   1.8751E-01   -2.6663E-02 -1.7363E-15  5.2408E-07
   1.8868E-01   -2.6512E-02  1.4702E-15  5.3898E-07
   1.8984E-01   -2.3769E-02  2.3324E-14  4.9941E-07
   1.9101E-01   -1.8542E-02 -1.3720E-15  3.6927E-07
   1.9217E-01   -1.2711E-02  1.6367E-14  2.6900E-07
   1.9334E-01   -6.5864E-03 -1.1717E-14  1.3853E-07
   1.9450E-01   -1.1580E-03 -6.5755E-15  3.5092E-09
   1.9567E-01    1.7297E-03 -5.0052E-15 -4.0245E-08
